record_id,cpse,cpse_material_code,cpse_description,cpse_uom,national_material_code,canonical_description,category,confidence,confidence_gap,conflict_count,migration_status,review_required,migration_action
110,CPSE-A,CPSEA-322955,6 IN CS SLIP ON FLG 150 CLASS,NOS,NMC-FLG-0005,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,97.0,53.31,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
111,CPSE-B,CPSEB-226882,CENTRIF PUMP 200 M3/H 60M HEAD 45KW,NOS,NMC-PUMP-0008,CENTRIFUGAL PUMP 200 M3/H 60M HEAD 45KW,PUMP,97.73,97.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
112,CPSE-C,CPSEC-575435,10 IN CS BFV 150 CLASS,NOS,NMC-VALV-0009,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,91.92,68.61,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
113,CPSE-C,CPSEC-665492,C/PMP 50 M3/H 50M HEAD 11KW,NOS,NMC-PUMP-0003,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,97.0,97.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
114,CPSE-C,CPSEC-736059,C/PMP 30 M3/H 40M HEAD 7.5KW,NOS,NMC-PUMP-0002,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,97.12,97.12,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
115,CPSE-C,CPSEC-983794,6 IN SS304 SEAMLESS PIPE SCH40,MTR,NMC-PIPE-0009,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,99.64,68.21,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
116,CPSE-C,CPSEC-883300,4 IN SS304 SO FLG 300 CLASS,NOS,NMC-FLG-0009,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,97.38,58.85,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
117,CPSE-B,CPSEB-698782,WELDING MACHINE 200A,NOS,NMC-TOOL-0008,WELDING MACHINE 200A,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
118,CPSE-C,CPSEC-287330,4CX10 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0006,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,97.67,54.34,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
119,CPSE-C,CPSEC-308573,3CX35 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0009,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,97.67,53.98,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
120,CPSE-B,CPSEB-733052,TAPERED ROLLER BEARING 30305,NOS,NMC-BEAR-0009,TAPERED ROLLER BEARING 30305,BEARING,100.0,0.75,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
121,CPSE-B,CPSEB-654816,"6""PTFE FULL FACE GASK 300#",NOS,NMC-GASK-0008,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,93.0,7.4,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
122,CPSE-B,CPSEB-772097,1CX4 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0002,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.38,55.05,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
123,CPSE-C,CPSEC-166613,2 IN PTFE FF GASKET 150 CLASS,NOS,NMC-GASK-0006,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,97.0,2.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
124,CPSE-B,CPSEB-377746,"10""SS304 SLIP ON FLG 150#",NOS,NMC-FLG-0007,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,94.51,65.69,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
125,CPSE-B,CPSEB-847581,CENTRIF PUMP 100 M3/H 50M HEAD 22KW,NOS,NMC-PUMP-0005,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,97.73,97.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
126,CPSE-C,CPSEC-944962,DGB BRG 6207,NOS,NMC-BEAR-0003,DEEP GROOVE BALL BEARING 6207,BEARING,97.0,4.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
127,CPSE-C,CPSEC-520651,2 IN SS304 WN FLG 150 CLASS,NOS,NMC-FLG-0002,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,97.12,2.79,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
128,CPSE-A,CPSEA-624902,4C X 10 SQMM PVC CABL 1.1KV,MTR,NMC-CABL-0006,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,99.62,55.1,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
129,CPSE-B,CPSEB-639131,ELEC DRILL 13MM 800W,NOS,NMC-TOOL-0005,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,98.09,98.09,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
130,CPSE-C,CPSEC-581141,8 IN CS WN FLG 300 CLASS,NOS,NMC-FLG-0006,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,94.0,53.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
131,CPSE-B,CPSEB-684004,"4""CS SEAMLESS PIPE SCH80",MTR,NMC-PIPE-0008,4 IN CS SEAMLESS PIPE SCH80,PIPE,97.58,67.94,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
132,CPSE-A,CPSEA-503457,4 IN SS GRAPHITE GKT 150 CLASS,NOS,NMC-GASK-0007,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,99.68,68.58,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
133,CPSE-A,CPSEA-905635,8 IN CS SEAMLESS PIP SCH80,MTR,NMC-PIPE-0010,8 IN CS SEAMLESS PIPE SCH80,PIPE,95.26,68.18,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
134,CPSE-B,CPSEB-161733,ANGLE GRINDER 125MM 1100W,NOS,NMC-TOOL-0003,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
135,CPSE-B,CPSEB-717024,ANGLE GRINDER 100MM 750W,NOS,NMC-TOOL-0001,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
136,CPSE-C,CPSEC-617488,3 IN SW SS GRAPHITE GASKET 150 CLASS,NOS,NMC-GASK-0002,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,97.67,66.89,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
137,CPSE-C,CPSEC-813328,10 IN GRAPHITE SW GASKET 150 CLASS,NOS,NMC-GASK-0009,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,97.1,66.51,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
138,CPSE-B,CPSEB-220116,"12""GRAPHITE SPIRAL WOUND GASK 300#",NOS,NMC-GASK-0010,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,91.76,91.76,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
139,CPSE-C,CPSEC-126225,M10X50 SS304 HEX BOLT,NOS,NMC-FAST-0001,M10 X 50 SS304 HEX BOLT,FASTENER,97.14,47.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
140,CPSE-B,CPSEB-440035,"6""SS304 SEAMLESS PIPE SCH40",MTR,NMC-PIPE-0009,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,99.28,68.23,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
141,CPSE-C,CPSEC-688637,12 IN CS WN FLG 150 CLASS,NOS,NMC-FLG-0008,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,94.17,53.69,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
142,CPSE-A,CPSEA-855731,12 IN GRAPHITE SPIRAL WOUND GKT 300 CLASS,NOS,NMC-GASK-0010,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,99.76,68.24,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
143,CPSE-A,CPSEA-340174,2 IN CS WELD NECK FLG 150 CLASS,NOS,NMC-FLG-0001,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,97.2,0.87,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
144,CPSE-A,CPSEA-269396,3 PHASE INDUCTION MTR 5.5KW 415V 50HZ,NOS,NMC-MOTR-0001,3 PHASE INDUCTION MOTOR 5.5KW 415V 50HZ,MOTOR,100.0,67.77,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
145,CPSE-C,CPSEC-642717,C/PMP 150 M3/H 50M HEAD 37KW,NOS,NMC-PUMP-0007,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,97.12,97.12,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
146,CPSE-B,CPSEB-169403,"3""CS SLIP ON FLG 150#",NOS,NMC-FLG-0003,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,95.21,66.01,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
147,CPSE-C,CPSEC-172933,6 IN CS BFV 150 CLASS,NOS,NMC-VALV-0005,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,91.67,68.36,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
148,CPSE-C,CPSEC-671412,M10X30 SS304 HEX BOLT,NOS,NMC-FAST-0010,M10 X 30 SS304 HEX BOLT,FASTENER,97.14,47.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
149,CPSE-C,CPSEC-205907,8 IN CS GTV 300 CLASS,NOS,NMC-VALV-0008,8 IN CS GATE VALVE 300 CLASS,VALVE,92.03,69.51,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
150,CPSE-C,CPSEC-680828,C/PMP 300 M3/H 80M HEAD 75KW,NOS,NMC-PUMP-0010,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,97.12,97.12,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
151,CPSE-C,CPSEC-584714,2 IN SS304 SEAMLESS PIPE SCH10,MTR,NMC-PIPE-0006,2 IN SS304 SEAMLESS PIPE SCH10,PIPE,99.64,71.64,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
152,CPSE-B,CPSEB-422451,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,NOS,NMC-MOTR-0005,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,100.0,68.04,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
153,CPSE-C,CPSEC-149405,4 IN SW GRAPHITE GASKET 300 CLASS,NOS,NMC-GASK-0003,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,97.42,67.18,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
154,CPSE-B,CPSEB-132938,ELEC DRILL 10MM 650W,NOS,NMC-TOOL-0004,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,98.09,98.09,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
155,CPSE-A,CPSEA-543692,CENT PMP 50 M3/H 50M HEAD 11KW,NOS,NMC-PUMP-0003,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,96.65,96.65,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
156,CPSE-A,CPSEA-945964,3 PHASE INDUCTION MTR 18.5KW 415V 50HZ,NOS,NMC-MOTR-0005,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,100.0,68.04,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
157,CPSE-C,CPSEC-678856,2 IN SS304 GTV 300 CLASS,NOS,NMC-VALV-0002,2 IN SS304 GATE VALVE 300 CLASS,VALVE,95.58,70.49,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
158,CPSE-A,CPSEA-632342,4C X 16 SQMM PVC CABL 1.1KV,MTR,NMC-CABL-0007,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,99.62,55.1,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
159,CPSE-B,CPSEB-391476,"10""CS BUTTERFLY VAL 150#",NOS,NMC-VALV-0009,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,93.24,93.24,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
160,CPSE-A,CPSEA-656116,3 PHASE INDUCTION MTR 7.5KW 415V 50HZ,NOS,NMC-MOTR-0002,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,100.0,68.04,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
161,CPSE-A,CPSEA-214975,6 IN SPIRAL WOUND GRAPHITE GKT 150 CLASS,NOS,NMC-GASK-0004,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,99.75,68.23,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
162,CPSE-A,CPSEA-671858,M20 X 80 GI HEX BOLT,NOS,NMC-FAST-0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,98.09,98.09,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
163,CPSE-C,CPSEC-948749,DGB BRG 6206,NOS,NMC-BEAR-0002,DEEP GROOVE BALL BEARING 6206,BEARING,97.0,4.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
164,CPSE-B,CPSEB-835392,M10X30 SS304 HEX BOLT,NOS,NMC-FAST-0010,M10 X 30 SS304 HEX BOLT,FASTENER,97.14,47.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
165,CPSE-B,CPSEB-881177,"12""CS WELD NECK FLG 150#",NOS,NMC-FLG-0008,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,94.33,65.33,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
166,CPSE-C,CPSEC-349565,E-DRILL 13MM 800W,NOS,NMC-TOOL-0005,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,94.37,94.37,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
167,CPSE-C,CPSEC-426858,C/PMP 100 M3/H 50M HEAD 22KW,NOS,NMC-PUMP-0005,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,97.12,97.12,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
168,CPSE-C,CPSEC-724834,4 IN SS GRAPHITE GASKET 150 CLASS,NOS,NMC-GASK-0007,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,99.68,68.58,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
169,CPSE-A,CPSEA-201414,TAPERED ROLLER BRG 30206,NOS,NMC-BEAR-0008,TAPERED ROLLER BEARING 30206,BEARING,100.0,0.75,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
170,CPSE-C,CPSEC-379946,3 IN CS SEAMLESS PIPE SCH40,MTR,NMC-PIPE-0002,3 IN CS SEAMLESS PIPE SCH40,PIPE,96.35,1.06,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
171,CPSE-B,CPSEB-492077,4CX50 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0010,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.44,55.11,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
172,CPSE-B,CPSEB-322086,CENTRIF PUMP 50 M3/H 50M HEAD 11KW,NOS,NMC-PUMP-0003,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,97.67,97.67,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
173,CPSE-C,CPSEC-543143,DGB BRG 6305,NOS,NMC-BEAR-0004,DEEP GROOVE BALL BEARING 6305,BEARING,97.0,4.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
174,CPSE-C,CPSEC-482554,2 IN CS GLV 150 CLASS,NOS,NMC-VALV-0010,2 IN CS GLOBE VALVE 150 CLASS,VALVE,92.53,1.14,0,BLOCKED,True,NO_MIGRATION
175,CPSE-B,CPSEB-653306,CENTRIF PUMP 30 M3/H 40M HEAD 7.5KW,NOS,NMC-PUMP-0002,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,97.73,97.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
176,CPSE-B,CPSEB-774079,"8""CS WELD NECK FLG 300#",NOS,NMC-FLG-0006,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,95.52,66.04,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
177,CPSE-C,CPSEC-850800,M20X100 CS HEX BOLT,NOS,NMC-FAST-0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,97.2,95.06,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
178,CPSE-C,CPSEC-704201,WELDING MACHINE 200A,NOS,NMC-TOOL-0008,WELDING MACHINE 200A,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
179,CPSE-A,CPSEA-358607,12 IN CS WELD NECK FLG 150 CLASS,NOS,NMC-FLG-0008,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,96.9,53.01,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
180,CPSE-C,CPSEC-755674,4CX16 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0007,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,97.67,54.34,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
181,CPSE-A,CPSEA-770487,M10 X 50 SS304 HEX BOLT,NOS,NMC-FAST-0001,M10 X 50 SS304 HEX BOLT,FASTENER,97.14,47.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
182,CPSE-B,CPSEB-716886,CENTRIF PUMP 300 M3/H 80M HEAD 75KW,NOS,NMC-PUMP-0010,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,97.73,97.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
183,CPSE-C,CPSEC-330914,A/GRINDER 100MM 750W,NOS,NMC-TOOL-0001,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,42.52,42.52,1,BLOCKED,True,NO_MIGRATION
184,CPSE-B,CPSEB-738720,"6""CS SEAMLESS PIPE SCH80",MTR,NMC-PIPE-0004,6 IN CS SEAMLESS PIPE SCH80,PIPE,97.58,67.94,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
185,CPSE-B,CPSEB-559381,CENTRIF PUMP 150 M3/H 50M HEAD 37KW,NOS,NMC-PUMP-0007,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,97.73,97.73,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
186,CPSE-A,CPSEA-518373,CENT PMP 120 M3/H 60M HEAD 30KW,NOS,NMC-PUMP-0006,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,96.75,96.75,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
187,CPSE-A,CPSEA-590785,6 IN PTFE FULL FACE GKT 300 CLASS,NOS,NMC-GASK-0008,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,99.7,75.02,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
188,CPSE-C,CPSEC-779514,4 IN SS304 SEAMLESS PIPE SCH40,MTR,NMC-PIPE-0003,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,99.64,68.21,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
189,CPSE-A,CPSEA-106814,DEEP GROOVE BALL BRG 6207,NOS,NMC-BEAR-0003,DEEP GROOVE BALL BEARING 6207,BEARING,100.0,0.72,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
190,CPSE-B,CPSEB-662275,"2""SS304 GATE VAL 150#",NOS,NMC-VALV-0001,2 IN SS304 GATE VALVE 150 CLASS,VALVE,95.64,2.38,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
191,CPSE-A,CPSEA-518801,2 IN SPIRAL WOUND SS GRAPHITE GKT 150 CLASS,NOS,NMC-GASK-0001,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,99.77,7.81,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
192,CPSE-C,CPSEC-903035,3 PHASE IND MTR 45KW 415V 50HZ,NOS,NMC-MOTR-0009,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,98.6,68.5,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
193,CPSE-B,CPSEB-982554,4CX25 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0008,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,97.67,54.34,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
194,CPSE-C,CPSEC-273148,C/PMP 20 M3/H 30M HEAD 5.5KW,NOS,NMC-PUMP-0001,CENTRIFUGAL PUMP 20 M3/H 30M HEAD 5.5KW,PUMP,97.12,97.12,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
195,CPSE-C,CPSEC-876646,M16X60 CS HEX BOLT,NOS,NMC-FAST-0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,97.83,95.33,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
196,CPSE-C,CPSEC-922733,TORQUE WRENCH 50-250NM,NOS,NMC-TOOL-0009,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
197,CPSE-A,CPSEA-122056,CENT PMP 300 M3/H 80M HEAD 75KW,NOS,NMC-PUMP-0010,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,96.75,96.75,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
198,CPSE-A,CPSEA-781453,M10 X 30 SS304 HEX BOLT,NOS,NMC-FAST-0010,M10 X 30 SS304 HEX BOLT,FASTENER,97.14,47.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
199,CPSE-A,CPSEA-217301,3 PHASE INDUCTION MTR 15KW 415V 50HZ,NOS,NMC-MOTR-0004,3 PHASE INDUCTION MOTOR 15KW 415V 50HZ,MOTOR,100.0,68.04,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
200,CPSE-B,CPSEB-388389,M12X50 SS304 HEX BOLT,NOS,NMC-FAST-0002,M12 X 50 SS304 HEX BOLT,FASTENER,97.14,56.46,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
201,CPSE-C,CPSEC-133659,2 IN CS WN FLG 150 CLASS,NOS,NMC-FLG-0001,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,94.0,0.04,0,BLOCKED,True,NO_MIGRATION
202,CPSE-C,CPSEC-571029,DGB BRG 6205,NOS,NMC-BEAR-0001,DEEP GROOVE BALL BEARING 6205,BEARING,97.0,4.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
203,CPSE-A,CPSEA-632323,3C X 35 SQMM PVC CABL 1.1KV,MTR,NMC-CABL-0009,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,99.62,55.45,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
204,CPSE-A,CPSEA-267753,8 IN PTFE FULL FACE GKT 150 CLASS,NOS,NMC-GASK-0005,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,99.7,68.09,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
205,CPSE-C,CPSEC-899550,4CX50 SQMM PVC CABLE 1.1KV,MTR,NMC-CABL-0010,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.44,55.11,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
206,CPSE-A,CPSEA-392004,IMPACT WRENCH 1/2 IN 500W,NOS,NMC-TOOL-0006,IMPACT WRENCH 1/2 IN 500W,INDUSTRIAL_TOOL,98.71,98.71,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
207,CPSE-A,CPSEA-249811,10 IN SS304 SLIP ON FLG 150 CLASS,NOS,NMC-FLG-0007,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,99.7,56.01,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
208,CPSE-C,CPSEC-230889,2 IN SS304 GTV 150 CLASS,NOS,NMC-VALV-0001,2 IN SS304 GATE VALVE 150 CLASS,VALVE,95.58,4.46,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
209,CPSE-A,CPSEA-514850,8 IN CS WELD NECK FLG 300 CLASS,NOS,NMC-FLG-0006,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,97.2,54.18,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
210,CPSE-C,CPSEC-321231,3 IN CS SO FLG 150 CLASS,NOS,NMC-FLG-0003,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,95.06,53.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
211,CPSE-C,CPSEC-238739,CUTTING MACHINE 355MM 2000W,NOS,NMC-TOOL-0007,CUTTING MACHINE 355MM 2000W,INDUSTRIAL_TOOL,100.0,100.0,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
212,CPSE-C,CPSEC-872246,M10X75 SS316 HEX BOLT,NOS,NMC-FAST-0003,M10 X 75 SS316 HEX BOLT,FASTENER,97.14,95.46,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
213,CPSE-B,CPSEB-479201,"4""SS316 BALL VAL 150#",NOS,NMC-VALV-0004,4 IN SS316 BALL VALVE 150 CLASS,VALVE,95.64,5.55,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
214,CPSE-A,CPSEA-335612,CENT PMP 250 M3/H 70M HEAD 55KW,NOS,NMC-PUMP-0009,CENTRIFUGAL PUMP 250 M3/H 70M HEAD 55KW,PUMP,96.75,96.75,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
215,CPSE-B,CPSEB-182627,"2""SS304 GATE VAL 300#",NOS,NMC-VALV-0001,2 IN SS304 GATE VALVE 150 CLASS,VALVE,92.47,0.0,0,BLOCKED,True,NO_MIGRATION
216,CPSE-C,CPSEC-263032,DGB BRG 6306,NOS,NMC-BEAR-0005,DEEP GROOVE BALL BEARING 6306,BEARING,97.0,4.93,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
217,CPSE-A,CPSEA-170674,ELEC DRILL 10MM 650W,NOS,NMC-TOOL-0004,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,98.09,98.09,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
218,CPSE-A,CPSEA-195325,4 IN SPIRAL WOUND GRAPHITE GKT 300 CLASS,NOS,NMC-GASK-0003,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,99.75,68.23,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
219,CPSE-B,CPSEB-832052,DEEP GROOVE BALL BEARING 6305,NOS,NMC-BEAR-0004,DEEP GROOVE BALL BEARING 6305,BEARING,100.0,0.72,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
220,CPSE-A,CPSEA-944151,2 IN SS304 WELD NECK FLG 150 CLASS,NOS,NMC-FLG-0002,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,99.71,2.51,0,MIGRATION_READY,False,REPLACE_LEGACY_CODE
