record_id,cpse,original_description,normalized_description,canonical_id,canonical_description,category,description_similarity
60,CPSE-B,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,94.73684210526315
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0018,TAPERED ROLLER BEARING 30206,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0019,TAPERED ROLLER BEARING 30305,BEARING,60.869565217391305
61,CPSE-C,SR BRG 22205,SR BEARING 22205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,89.65517241379311
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,72.72727272727272
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,68.18181818181819
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,86.36363636363636
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,55.172413793103445
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,81.81818181818181
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,68.18181818181819
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
62,CPSE-A,M10 X 75 SS316 HEX BOLT,M10X75 SS316 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,72.72727272727272
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.3076923076923
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.56603773584905
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.56603773584905
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
63,CPSE-C,1CX4 SQMM PVC CABLE 1.1KV,1CX4 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,60.0
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0052,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,60.0
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,72.72727272727272
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,60.0
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,75.55555555555556
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0056,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,75.55555555555556
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,62.295081967213115
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,85.71428571428571
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0059,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,60.0
64,CPSE-C,6 IN PTFE FF GASKET 300 CLASS,6IN PTFE FF GASKET 300 CLASS,CM0060,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,72.72727272727272
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,100.0
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,96.55172413793103
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,96.55172413793103
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,96.55172413793103
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,93.10344827586206
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,93.10344827586206
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0017,TAPERED ROLLER BEARING 30205,BEARING,63.1578947368421
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0018,TAPERED ROLLER BEARING 30206,BEARING,59.64912280701754
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0019,TAPERED ROLLER BEARING 30305,BEARING,59.64912280701754
65,CPSE-A,DEEP GROOVE BALL BRG 6205,DEEP GROOVE BALL BEARING 6205,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,57.6271186440678
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0001,M10 X 50 SS304 HEX BOLT,FASTENER,81.81818181818181
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0002,M12 X 50 SS304 HEX BOLT,FASTENER,81.81818181818181
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0003,M10 X 75 SS316 HEX BOLT,FASTENER,68.18181818181819
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0004,M16 X 60 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0005,M20 X 80 GALVANIZED STEEL HEX BOLT,FASTENER,55.172413793103445
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0006,M8 X 40 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0007,M12 X 80 SS316 HEX BOLT,FASTENER,68.18181818181819
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0008,M16 X 75 SS304 HEX BOLT,FASTENER,86.36363636363636
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0009,M20 X 100 CARBON STEEL HEX BOLT,FASTENER,55.172413793103445
66,CPSE-B,M16X75 SS304 HEX BOLT,M16X75 SS304 HEX BOLT,CM0010,M10 X 30 SS304 HEX BOLT,FASTENER,81.81818181818181
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0081,CENTRIFUGAL PUMP 20 M3/H 30M HEAD 5.5KW,PUMP,75.67567567567568
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0082,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,70.27027027027027
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0083,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,73.97260273972603
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0084,CENTRIFUGAL PUMP 75 M3/H 40M HEAD 15KW,PUMP,73.97260273972603
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0085,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,78.37837837837839
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0086,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,89.1891891891892
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0087,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,81.08108108108108
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0088,CENTRIFUGAL PUMP 200 M3/H 60M HEAD 45KW,PUMP,81.08108108108108
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0089,CENTRIFUGAL PUMP 250 M3/H 70M HEAD 55KW,PUMP,78.37837837837839
67,CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0090,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,75.67567567567568
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0011,DEEP GROOVE BALL BEARING 6205,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0012,DEEP GROOVE BALL BEARING 6206,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0013,DEEP GROOVE BALL BEARING 6207,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0014,DEEP GROOVE BALL BEARING 6305,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0015,DEEP GROOVE BALL BEARING 6306,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0016,DEEP GROOVE BALL BEARING 6307,BEARING,60.869565217391305
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0017,TAPERED ROLLER BEARING 30205,BEARING,68.18181818181819
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0018,TAPERED ROLLER BEARING 30206,BEARING,63.63636363636363
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0019,TAPERED ROLLER BEARING 30305,BEARING,89.65517241379311
68,CPSE-C,TR BRG 30305,TR BEARING 30305,CM0020,SPHERICAL ROLLER BEARING 22205,BEARING,60.869565217391305
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,94.73684210526315
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,83.63636363636364
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,98.24561403508773
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.9090909090909
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.9090909090909
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,85.71428571428571
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,85.71428571428571
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.85714285714286
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.85714285714286
69,CPSE-A,3C X 2.5 SQMM PVC CABL 1.1KV,3C X 2.5 SQMM PVC CABL 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,82.14285714285714
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0031,2 IN CS SEAMLESS PIPE SCH40,PIPE,76.36363636363636
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0032,3 IN CS SEAMLESS PIPE SCH40,PIPE,80.0
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.20689655172414
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,72.72727272727272
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,93.10344827586206
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0036,2 IN SS304 SEAMLESS PIPE SCH10,PIPE,82.75862068965517
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0037,3 IN SS316 SEAMLESS PIPE SCH40,PIPE,96.55172413793103
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,72.72727272727272
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.20689655172414
70,CPSE-A,3 IN SS316 SEAMLESS PIP SCH40,3IN SS316 SEAMLESS PIP SCH40,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,72.72727272727272
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0041,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,66.66666666666666
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0042,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,66.66666666666666
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0043,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,85.71428571428571
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,61.53846153846154
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,85.71428571428571
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,61.333333333333336
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0047,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,80.0
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0048,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,65.78947368421052
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,72.72727272727272
71,CPSE-A,3 IN CS SLIP ON FLG 150 CLASS,3IN CARBON STEEL SLIP ON FLANGE 150 CLASS,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,66.66666666666666
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0071,3 PHASE INDUCTION MOTOR 5.5KW 415V 50HZ,MOTOR,84.50704225352112
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0072,3 PHASE INDUCTION MOTOR 7.5KW 415V 50HZ,MOTOR,84.50704225352112
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0073,3 PHASE INDUCTION MOTOR 11KW 415V 50HZ,MOTOR,85.71428571428571
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0074,3 PHASE INDUCTION MOTOR 15KW 415V 50HZ,MOTOR,85.71428571428571
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0075,3 PHASE INDUCTION MOTOR 18.5KW 415V 50HZ,MOTOR,83.63636363636364
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0076,3 PHASE INDUCTION MOTOR 22KW 415V 50HZ,MOTOR,85.71428571428571
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0077,3 PHASE INDUCTION MOTOR 30KW 415V 50HZ,MOTOR,93.33333333333333
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0078,3 PHASE INDUCTION MOTOR 37KW 415V 50HZ,MOTOR,88.57142857142857
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0079,3 PHASE INDUCTION MOTOR 45KW 415V 50HZ,MOTOR,85.71428571428571
72,CPSE-C,3 PHASE IND MTR 30KW 415V 50HZ,3 PHASE IND MOTOR 30KW 415V 50HZ,CM0080,3 PHASE INDUCTION MOTOR 55KW 415V 50HZ,MOTOR,85.71428571428571
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0061,1C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0062,1C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0063,3C X 2.5 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0064,3C X 4 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.3076923076923
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0065,3C X 6 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,92.3076923076923
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0066,4C X 10 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0067,4C X 16 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0068,4C X 25 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0069,3C X 35 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,90.56603773584905
73,CPSE-B,3CX6 SQMM PVC CABLE 1.1KV,3CX6 SQMM PVC CABLE 1.1KV,CM0070,4C X 50 SQMM PVC CABLE 1.1KV,ELECTRICAL_CABLE,88.88888888888889
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0041,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,78.57142857142857
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0042,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,84.93150684931507
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0043,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,64.70588235294117
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,98.63013698630137
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,64.70588235294117
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,86.66666666666667
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0047,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,66.66666666666666
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0048,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,77.19298245614036
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,73.2394366197183
74,CPSE-A,4 IN SS316 WELD NECK FLG 300 CLASS,4IN SS316 WELD NECK FLANGE 300 CLASS,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,90.41095890410959
75,CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0091,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,45.45454545454545
75,CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0092,ANGLE GRINDER 115MM 900W,INDUSTRIAL_TOOL,50.0
75,CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0093,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,35.55555555555556
75,CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0094,ELECTRIC DRILL 10MM 650W,INDUSTRIAL_TOOL,77.27272727272728
75,CPSE-A,ELEC DRILL 13MM 800W,ELEC DRILL 13MM 800W,CM0095,ELECTRIC DRILL 13MM 800W,INDUSTRIAL_TOOL,90.9090909090909
